Survey ID,Product Name,Print Customer Region,LTR,Source Type,Survey language,Review Source,Star Rating,Product Family,Supplies Family,Printer Family,Model Name,Combined Text,Ink Supply Type,token_count,Response Date,Month of Response Date,predicted_level1,TextBlob_Sentiment,TextBlob_NaiveBayes_Sentiment,NLTK_Vader_Sentiment,Sentiment_Label_TB,Sentiment_Label_TB_NB,Sentiment_Label_VADER,True_Label,Predicted_Label_NB
379181447,DeskJet 2800e All-in-One Printer series,GB,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 2810e All-in-One Printer,"The printer was [relatively] easy to set up. It identified and connected to the local Wi-Fi immediately which is a bonus and saves a lot of work trying to connect. I may have given a higher score of it were not for where there is an option to follow a link to getting replacement ink cartridges which MUST be HP cartridges and a warning that if followed, all other ink cartridges would not be recognised by the printer. (I may not have worded this last part very well).",IPH,88,16-04-24 3:13,01-04-24 0:00,"Cartridge Problem, Customer experience & expectation, Printer Hardware/Printing issues",0.126388889,pos,0.6124,Positive,Positive,Positive,Neutral,Neutral
382412608,HP OfficeJet Pro 6978 All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Makeda,Muscatel,HP OfficeJet Pro 6978 All-in-One Printer,"The printer is a good product. It prints good copy and quite fast. The printer takes short maintenance breaks now and then for better quality printing. However, the cartridges that the printer uses are so expensive. It cost me almost $90 for all four printer cartridges.",IIC,46,20-04-24 10:02,01-04-24 0:00,"Cost, Print quality",0.266666667,pos,0.8271,Positive,Positive,Positive,Positive,Positive
384751265,ENVY Inspire 7200e All-in-One Printer series,NL,8,HPS Surveys,Dutch,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7220e All-in-One Printer,It's easy to have new ink in time.,IPH,8,26-04-24 13:09,01-04-24 0:00,"General satisfied, Instant Ink related",0.284848485,pos,0.4404,Positive,Positive,Positive,Positive,Positive
383910468,HP 962XL High Yield Black/962 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Magnus,,HP 962XL High Yield Black/962 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,"It does it only job, puts ink on paper",IIC,9,16-04-24 8:00,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Positive,Positive
381850564,HP OfficeJet Pro 9020 series,US,5,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9025e All-in-One Printer,"I would have given a higher score, but I am a little miffed with HP changing the printer so often. I had just purchased a new set of ink cartridges when my printer broke down. HP told me that my printer was too old and now I am stuck with all these ink cartridges that I had just paid for my previous printer. When I got the notice that my printer was not working, I opened the new box of ink cartridges to see if it was the ink cartridge.",IIC,90,18-04-24 11:42,01-04-24 0:00,Others,0.016143579,pos,-0.7351,Positive,Positive,Negative,Neutral,Positive
378867091,HP OfficeJet Pro 8020 series,US,1,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8028e All-in-One Printer,"Out of the box, theprinter had problems. after using supplied initial ink cartridges, switched to brand new 910 xl black and color ink. the print results were so bad!! Very disappointed with this HP 8020e printer purchased at Costco.......HP users no more... quality must not matter anymore.
                              Sincerely, Kim and Kevin",IIC,51,11-04-24 16:14,01-04-24 0:00,Print quality,-0.250757576,pos,-0.9456,Negative,Positive,Negative,Negative,Negative
382426120,HP DeskJet Ink Advantage 2775 All-in-One Printer,AR,9,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ink Advantage 2775 All-in-One Printer,"The printer has worked well, except that a few days ago it stopped printing the colors correctly, it has the cartridge that came with the printer, usually I only print in black but I was a little surprised that the colors were not printed in the correct tone.

 Otherwise it is a very good printer, it is fast and functional, just for my needs.",IPH,64,20-04-24 8:56,01-04-24 0:00,"Cartridge Problem, Print quality",0.093690476,neg,0.743,Positive,Negative,Positive,Positive,Positive
377186621,HP ENVY 6020 All-in-One Printer,FR,5,HPS Surveys,French,,,Supplies - Ink,Obelisk,Vasari,HP ENVY 6020 All-in-One Printer,"Ink cartridges too small.
 The printer disconnects from WIFI for no apparent reason.",IPH,13,07-04-24 10:17,01-04-24 0:00,Others,-0.1375,pos,-0.296,Negative,Positive,Negative,Neutral,Neutral
384960886,HP DeskJet 2755e All-in-One Printer,US,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,I feel with  our low usage of ink that we    are paying more for ink with this program,IPH,18,27-04-24 4:58,01-04-24 0:00,Others,0.25,pos,-0.2732,Positive,Positive,Negative,Neutral,Positive
381537796,HP OfficeJet Pro 9120e Series,US,0,HPS Surveys,English,,,Supplies - Ink,Nocturne,Marconi Yeti,HP OfficeJet Pro 9125e All-in-One Printer,I tried to set up my new printer with new cartridges straight from the box. I kept getting a message that the blue cartridge was not connecting with the printer. After hours of trying we had no success in making it work. Tried again another day and eventually called a number for instantink. Helpful rep walked me through everything he was able to do and decided to send replacement for the defective cartridge. It just arrived and upon insertion we received the message “please install original cartridge for setup” We will be returning the printer tomorrow. We are beyond disappointed. $300 .. really???,IIC,103,17-04-24 14:09,01-04-24 0:00,"Customer experience & expectation, Cartridge Problem, Printer Hardware/Printing issues",0.071969697,pos,0.5171,Positive,Positive,Positive,Negative,Negative
385463619,HP DeskJet 2710e All-in-One Printer,HU,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2710e All-in-One Printer,I really like the cartridge subscription service,IPH,7,29-04-24 23:35,01-04-24 0:00,Others,0.2,neg,0.4201,Positive,Negative,Positive,Positive,Negative
382721256,HP DeskJet 2720e All-in-One Printer,GB,8,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2720e All-in-One Printer,The printer generally works well but your obsession with making people use only overpriced HP ink cartridges is very irritating.,IPH,20,22-04-24 9:43,01-04-24 0:00,Others,-0.156666667,pos,-0.7899,Negative,Positive,Negative,Positive,Positive
378606542,HP DeskJet 4158e All-in-One Printer,US,1,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4158e All-in-One Printer,Hard to connect and the ink dries out to quickly.,IPH,10,12-04-24 12:01,01-04-24 0:00,Customer experience & expectation,0.020833333,pos,-0.1027,Positive,Positive,Negative,Negative,Negative
383591891,HP Smart Tank 7602 All-in-One,US,10,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 7602 All-in-One,Easy set-up and ink fill,CISS,5,27-04-24 12:19,01-04-24 0:00,Customer experience & expectation,0.433333333,pos,0.4404,Positive,Positive,Positive,Positive,Positive
375398054,HP DeskJet 3772 All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3772 All-in-One Printer,This printer and the ink plan is perfect for our family of 4 especially because we homeschool!,IPH,17,03-04-24 7:20,01-04-24 0:00,Others,0.5,pos,0.6114,Positive,Positive,Positive,Positive,Positive
376845079,HP OfficeJet Pro 8028 All-in-One Printer,US,7,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec,HP OfficeJet Pro 8028 All-in-One Printer,The instant ink program is a scam.,IIC,7,03-04-24 11:47,01-04-24 0:00,Instant Ink related,0,pos,-0.5719,Neutral,Positive,Negative,Positive,Positive
383267353,HP DeskJet 4155e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,Paper feeder jams. Runs out of ink way too quickly.,IPH,10,23-04-24 9:26,01-04-24 0:00,Others,0.333333333,pos,0,Positive,Positive,Neutral,Neutral,Neutral
377041403,DeskJet 2700 All-in-One Printer series,CA,7,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2752e All-in-One Printer,"After installing all the HP Smart software for the Deskjet 2752e , it would print okay , but only in color . The print set up page does not give an option of choosing color or black . I spent 1 1/2 hours on your chat help line without resolution , so I gave up on that . I does copy in black and print a test page in black , but anything else is in color.",IPH,77,04-04-24 9:16,01-04-24 0:00,"Print quality, Cartridge Problem",0.016326531,pos,0.705,Positive,Positive,Positive,Positive,Positive
94738564,HP 952XL High Yield Magenta Original Ink Cartridge,US,10,Web Reviews,English,Walmart,5,Supplies - Ink,Supernesta,,HP 952XL High Yield Magenta Original Ink Cartridge,The best/expensive/ can buy new printer w/price,IIC,7,08-04-24 1:00,01-04-24 0:00,Others,0.136363636,pos,0,Positive,Positive,Neutral,Positive,Positive
375412648,HP OfficeJet Pro 9010e All-in-One Printer,NZ,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9010e All-in-One Printer,"I purchased the printer and did not want to keep up with ink by subscription. I purchased other ink (HP Brand) but cannot use the printer; it is now sitting idle and may be used as a sea anchor.
I have now purchased a different brand",IIC,46,01-04-24 1:23,01-04-24 0:00,Customer experience & expectation,-0.0625,pos,-0.0286,Negative,Positive,Neutral,Negative,Negative
384208465,HP 950 Black/951 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,DE,10,Web Reviews,German,Amazon DE,5,Supplies - Ink,Nesta+,,HP 950 Black/951 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,"Die Patronen sind zwar gut, aber der Preis ist ganz schön hoch. Wahrscheinlich ist ein neuer Drucker billiger",IIC,18,19-04-24 1:00,01-04-24 0:00,Others,0,pos,-0.5994,Neutral,Positive,Negative,Positive,Positive
377968411,HP OfficeJet 8010 series,US,6,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet 8015e All-in-One Printer,I had trouble setting it up because my Mac book is an older one.  I chose this model because it uses the same ink as my old one 910.  I had just purchased several packs of ink and that costs more than the new printer did. The printer is good now I had to set it up with my iPad. I am lowering the score because of the incessant pressure to subscribe to the ink .  I travel and do not want ink sitting on my porch when I am away. Please stop with the begging me to subscribe.,IIC,99,08-04-24 14:34,01-04-24 0:00,Printer Hardware/Printing issues,0.175378788,pos,-0.4805,Positive,Positive,Negative,Neutral,Neutral
383914023,HP 64 2-pack Black/Tri-color Original Ink Cartridges,US,4,Web Reviews,English,Staples,2,Supplies - Ink,Centaur,,HP 64 2-pack Black/Tri-color Original Ink Cartridges,Wish I could use a cheaper version,IPH,7,17-04-24 8:00,01-04-24 0:00,Others,0,neg,0.4019,Neutral,Negative,Positive,Neutral,Positive
384205946,HP 305 Black Original Ink Cartridge,DE,10,Web Reviews,German,Amazon DE,5,Supplies - Ink,Obelisk,,HP 305 Black Original Ink Cartridge,Leider sehr klein und gehen schnell leer. Aber wir sollten uns vielleicht einen anderen Drucker kaufen weil wir sehr viel Drucken müssen.( 4Personen in Ausbildung),IPH,25,21-04-24 1:00,01-04-24 0:00,Others,0,pos,0,Neutral,Positive,Neutral,Positive,Positive
383912532,HP 910 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,US,8,Web Reviews,English,Staples,4,Supplies - Ink,Cedella,,HP 910 3-pack Cyan/Magenta/Yellow Original Ink Cartridges,"I wish these cartridges lasted longer. The colors are great, however; I will use just the black when possible, usually I buy the XL black cartridge which allows me to time the end of the color cartridges so they empty at the same time.",IIC,44,15-04-24 8:00,01-04-24 0:00,"Print quality, Customer experience & expectation",0.016666667,pos,0.6929,Positive,Positive,Positive,Positive,Positive
383978066,HP DeskJet 2742e All-in-One Printer,CA,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2742e All-in-One Printer,"it is working well have just had ink refill.  do not know when next one is due,",IPH,17,26-04-24 23:03,01-04-24 0:00,Others,-0.0625,pos,0.2732,Negative,Positive,Positive,Neutral,Positive
378480562,HP ENVY 6458e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6458e All-in-One Printer,Always a connection issue and even when it is not out of ink even with a new cartridge it sends an error code that it is out of ink,IPH,29,10-04-24 6:57,01-04-24 0:00,Others,0.136363636,pos,-0.4019,Positive,Positive,Negative,Neutral,Negative
380139538,HP DeskJet 2723 All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2723 All-in-One Printer,I will not recommend anyone to use this as its cartridges are not refillable and new cartridges are very expensive which people find costly to use in their homes or offices,IPH,31,16-04-24 2:33,01-04-24 0:00,Cost,-0.256818182,pos,-0.3632,Negative,Positive,Negative,Negative,Negative
381796126,HP OfficeJet Pro 9015e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9015e All-in-One Printer,"I love this printer. It has more features than I need and probably designed for a small business. I sell on eBay and it perfectly prints my labels and suits every need I have. It does tell me the wi-fi is off at times, which gets frustrating bc I think this has interfered with my hp instant ink program working correctly. When it says the Wi-Fi is disconnected, I can still print and the blue Wi-Fi light is on so I don’t know if it’s a false alarm or what",IIC,90,18-04-24 3:08,01-04-24 0:00,Others,0.15,pos,0.6249,Positive,Positive,Positive,Positive,Positive
378563817,HP 67XL High Yield Black Original Ink Cartridge,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Obelisk,,HP 67XL High Yield Black Original Ink Cartridge,Easy to order with quick delivery. Dependable service.,IPH,8,01-04-24 8:00,01-04-24 0:00,Logistic Handling,0.383333333,neg,0.4404,Positive,Negative,Positive,Positive,Positive
380216417,HP 65XL Black Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Dolmen Refresh,,HP 65XL Black Original Ink Cartridge,I think it must have been dried out or something because even after being in the printer for two weeks it still was saying out of ink and would not print any thing and what it would print was really light and hard to see,IPH,45,04-04-24 1:00,01-04-24 0:00,Others,-0.030555556,pos,-0.1689,Negative,Positive,Negative,Negative,Negative
378590471,HP DeskJet 2755e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2755e All-in-One Printer,I ran out of ink during color printing and had to go to copy store and pay over $50.  Not sure why I haven't received ink if this is monitored.  Currently only using black.  Service was fine until I really needed it.,IPH,42,12-04-24 10:58,01-04-24 0:00,"Print quality, Logistic Handling, Cartridge Problem",0.04,pos,-0.1436,Positive,Positive,Negative,Neutral,Positive
382105604,HP ENVY 6032e All-in-One Printer,FR,8,HPS Surveys,French,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6032e All-in-One Printer,"Moving lights and sounds should be able to be turned off. They are useless and the sound is even unpleasant and too loud. Recognition of the Mac Pro with the printer even when the two are on top of each other sometimes does not work, or even often not. The time between turning it ON and being able to print is far too long. There should be an easy to find icon when searching for consumable level information. This is not at all intuitive. Positive points: the cartridges do not dry out when you don't print for a while unlike the HP mini printer used 3 times which I had to throw away because I had to change the cartridges each time I needed to print 3 pages, 70€ thrown in the trash. Nice sober design. The impressions are very correct. :)",IPH,142,20-04-24 12:11,01-04-24 0:00,"Others, Printer Hardware/Printing issues, Customer experience & expectation",0.168761141,pos,0.8548,Positive,Positive,Positive,Positive,Positive
378592303,HP ENVY 6455e All-in-One Printer,US,3,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"Let see where do I begin, First, fuck proprietary ink cartridge. Second all that r and d an yall still make ink cartridges that dry out. Third brick a printer for using off brand ink os a dick move and you should he ashamed of yourselves. I can honestly say I'll never buy another hp printer. I'm stuck with this one till it dies a horrible death and that won't come soon enough.",IPH,73,12-04-24 1:07,01-04-24 0:00,Customer experience & expectation,-0.077083333,pos,-0.946,Negative,Positive,Negative,Negative,Negative
383910470,HP 962XL High Yield Black/962 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Magnus,,HP 962XL High Yield Black/962 Cyan/Magenta/Yellow 4-pack Original Ink Cartridges,Great price! In stock.,IIC,4,15-04-24 8:00,01-04-24 0:00,Cost,1,pos,0.6588,Positive,Positive,Positive,Positive,Positive
376248824,HP DeskJet 2752e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2752e All-in-One Printer,I don’t have internet where I live and my hp printer is useless I can’t even copy on it because hp has control of the printer because I’m in the ink club or was,IPH,34,05-04-24 1:04,01-04-24 0:00,Others,-0.181818182,pos,-0.4215,Negative,Positive,Negative,Neutral,Negative
380318624,HP DeskJet 3755 All-in-One Printer,US,4,HPS Surveys,English,,,Supplies - Ink,Dolmen Refresh,Lhasa,HP DeskJet 3755 All-in-One Printer,It has never worked properly I download and have it matched up and yet when I go to print it tells me I need something else that I can't remember right now. But even when I put a new cartridge in it prints light. I don't know when I need to use it if I'm even going to be able to print out paperwork,IPH,64,15-04-24 6:52,01-04-24 0:00,Others,0.264415584,pos,0,Positive,Positive,Neutral,Neutral,Neutral
384210798,HP 65 Black Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Dolmen Refresh,,HP 65 Black Original Ink Cartridge,"Terrible. Has anybody else experienced the same issue. I've been buying these for my HP printer for years, and just recently notice the quantity of ink has decreased. Ink shrinkage, who knew? I am looking for an alternative to HP.... Any suggestions?",IPH,42,12-04-24 1:00,01-04-24 0:00,Others,-0.12,neg,-0.5362,Negative,Negative,Negative,Negative,Negative
380311029,HP DeskJet 4132e All-in-One Printer,US,9,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4132e All-in-One Printer,"The printer works well. Not sure the ink program is worth it for my use. So far I have paid approximately what on cartridge costs and one has been sent via mail, however I am still using the original ink cartridges as my use is very limited as I am no longer contracting part time so not as many pages printed",IPH,61,14-04-24 8:45,01-04-24 0:00,Customer experience & expectation,0.076020408,pos,-0.0142,Positive,Positive,Neutral,Positive,Positive
380518701,ENVY Inspire 7900e All-in-One Printer series,US,3,HPS Surveys,English,,,Supplies - Ink,Centaur,Novelli Yeti,HP ENVY Inspire 7958e All-in-One Printer,I needed the printer in a hurry so I ordered on Amazon and received it the next day.  Also we signed up for the HP+ program thinking that it would stream line registering and I could starting using the printer.  We found exactly the opposite.  We did not know that the was Set Up cartridge which was needed to make the printer operable was not the supposed to be delivered until 4/20/ 24 by DHL!  In this day and time that is unacceptable.  Fed Ex or UPS could have delivered it the next day!  When I wanted to talk to a real person all I could get were virtual assistants who were not helpful!  My prior experiences with HP have been very good but not this one!,IPH,127,17-04-24 8:45,01-04-24 0:00,"Customer experience & expectation, Others, Instant Ink related",0.1875,neg,-0.3084,Positive,Negative,Negative,Negative,Positive
382118353,HP DeskJet 4152e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4152e All-in-One Printer,It is ridiculous that ink that I have paid for cannot be used and I am instructed to buy non HP ink.,IPH,22,22-04-24 10:53,01-04-24 0:00,Instant Ink related,-0.333333333,neg,-0.3612,Negative,Negative,Negative,Negative,Negative
381933304,ENVY 6000 All-in-One Printer series,CA,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,"Love hp printers, have always bought these printers, they have easy set up, work for a long time , they print photos perfectly.  Last year I made a big mistake and bought a cannon printer, I could not set it up.  Had to pay for a set up, but it kept going off line. I paid way more than I have ever paid for a hp, had to buy ink almost as soon as I had it set up for the third time. Paid more for the ink than I do with hp. Long story short. The printer is now in the garbage!  Will never buy another printer that is not hp, I also made sure anyone who asked me about my printer preferences that hp is the only way to go.",IPH,132,18-04-24 15:26,01-04-24 0:00,"Customer experience & expectation, Printer Hardware/Printing issues, Instant Ink related",0.194444444,pos,0.8172,Positive,Positive,Positive,Positive,Positive
381800342,HP OfficeJet Pro 8025e All-in-One Printer,US,8,HPS Surveys,English,,,Supplies - Ink,Cedella ,Malbec Yeti,HP OfficeJet Pro 8025e All-in-One Printer,Easy set up.  Nice performance.   Great printer cartridge program.,IIC,9,18-04-24 5:09,01-04-24 0:00,"Instant Ink related, General satisfied",0.611111111,pos,0.8689,Positive,Positive,Positive,Positive,Positive
384356713,HP OfficeJet Pro 9018e All-in-One Printer,US,10,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9018e All-in-One Printer,"I like the printer and the ink delivery could be a good thing, however I’ve found it impossible to get you to understand that I have two printers at two different addresses, 986 Flanders road in Coventry CT 06238 and 5020 Sunset Blvd in Fort Pierce Fla 34982",IIC,48,27-04-24 4:44,01-04-24 0:00,Others,0.011111111,pos,0.6597,Positive,Positive,Positive,Positive,Positive
385223155,HP DeskJet 4152e All-in-One Printer,US,5,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4152e All-in-One Printer,"There is fraud on my account I haven’t used this printer because it was hijacked by ho monthly bill . I get notifications that my account is being used I live in a apts where there are no boundaries these people do federal crimes here and is trying to take my accounts and every day do damage to my vechilez home my computer which is hp has been stolen and these people which are black stole my comptanx doing identity based bullying.  
Hp has great products but need work on security 
Bernadette Padilla
9546443990 Verizon can’t help with this crim
Ps I own one but I’m using the 2722a. 
My 4152 has been out of use for some time I have fraud",IPH,122,28-04-24 0:39,01-04-24 0:00,"Customer experience & expectation, Printer Hardware/Printing issues",0.342424242,pos,-0.6858,Positive,Positive,Negative,Neutral,Neutral
382958744,HP 910XL High Yield Black Original Ink Cartridge,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Cedella,,HP 910XL High Yield Black Original Ink Cartridge,I cannot use this cartridge because it broke when taking the orange tab off to prepare it for the printer.,IIC,20,10-04-24 1:00,01-04-24 0:00,Others,0,pos,-0.4215,Neutral,Positive,Negative,Negative,Negative
383981829,HP DeskJet 2720 All-in-One Printer,FR,5,HPS Surveys,French,,,Supplies - Ink,Obelisk,Taccola,HP DeskJet 2720 All-in-One Printer,Difficult to implement for a 76 year old. I only managed to make prints but not scan and copy. Plus the cartridges are overpriced.,IPH,24,26-04-24 9:45,01-04-24 0:00,Others,-0.133333333,neg,-0.1901,Negative,Negative,Negative,Neutral,Neutral
380885224,HP 63 Black Original Ink Cartridge,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Dolmen Refresh,,HP 63 Black Original Ink Cartridge,It's great that I can just replace the black cartridge and not both the color and black together. Good price and it does the job perfectly. I use more black printing than color so it works for me!!!,IPH,38,07-04-24 8:00,01-04-24 0:00,"Print quality, Cartridge Problem",0.334449405,pos,0.9198,Positive,Positive,Positive,Positive,Positive
377956122,DeskJet 4100 All-in-One Printer series,US,10,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 4155e All-in-One Printer,"it was the easiest, quickest, successful set-up . It is the best home printer I've had so far. I also love the offer for the monthly ink . We live quite rural and Amazon is often our only hope so this helps a great deal knowing I dont have to scout-out an ink supply.",IPH,54,08-04-24 12:02,01-04-24 0:00,Instant Ink related,0.410795455,pos,0.9806,Positive,Positive,Positive,Positive,Positive
376533994,HP OfficeJet Pro 9018e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Magnus,Manhattan Yeti,HP OfficeJet Pro 9018e All-in-One Printer,"Ink ran out super quickly. The cartridges kept popping out when I first loaded them and still seem to pop out too easily. Even when I only want to print black and white, I received error messages that I needed to refill the color cartridges in order to print. This is the worst experience I've ever had with any printer in my life so far.",IIC,65,14-04-24 19:11,01-04-24 0:00,"Print quality, Cartridge Problem",0.031481481,pos,-0.0516,Positive,Positive,Negative,Negative,Negative
384351456,HP DeskJet Ink Advantage 2775 All-in-One Printer,VE,7,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Taccola,HP DeskJet Ink Advantage 2775 All-in-One Printer,Doesn't print very well in color,IPH,6,29-04-24 9:32,01-04-24 0:00,Print quality,0.2,pos,-0.2572,Positive,Positive,Negative,Positive,Positive
378863197,ENVY 6000 All-in-One Printer series,US,6,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6055e All-in-One Printer,"Software issues. I have a fairly new MacBook Air. I can print my documents in color if I use the HP Smart app, but if I want to print documents directly from my MacBook apps like “Pages”, I do not have the option to Print them in color, only black-and-white. This did not happen with my previous printer. I’ve uninstalled and reinstalled the printer twice, to no avail.",IPH,68,08-04-24 14:04,01-04-24 0:00,"Print quality, Cartridge Problem",0.056796537,neg,0.4118,Positive,Negative,Positive,Neutral,Positive
382725441,HP ENVY 6455e All-in-One Printer,US,2,HPS Surveys,English,,,Supplies - Ink,Obelisk,Vasari Yeti,HP ENVY 6455e All-in-One Printer,"1. The ink strategy is confounding - you COULD use one form factor for all the printers and drastically simplify the replacement of ink cartridges for everyone!
2. the wifi connection has stopped working, and not being able to reach anyone to understand how to reconnect the damn thing is really REALLY frustrating.  I'll vote with my feet and try another brand next time.  My printer is only waste and landfill at this point.  You can certainly do better!!",IPH,79,25-04-24 12:00,01-04-24 0:00,Printer Hardware/Printing issues,0.113541667,neg,-0.7953,Positive,Negative,Negative,Negative,Negative
376863036,HP DeskJet 2742e All-in-One Printer,US,0,HPS Surveys,English,,,Supplies - Ink,Obelisk,Taccola Yeti,HP DeskJet 2742e All-in-One Printer,"Terrible customer services
Unable to fix any issues other than generic questions answered by an automated machine
Phone numbers are never available to assist with questions
The best resolution hp has are always “turn off and on” or “disconnect and reconnect” and “check your internet connection” never has ink to print what’s desire but will print ink reports without asking.",IPH,60,06-04-24 10:45,01-04-24 0:00,"Customer experience & expectation, Others",-0.1375,pos,0.34,Negative,Positive,Positive,Negative,Negative
388516411,HP 63 Black Original Ink Cartridge,US,10,Web Reviews,English,Staples,5,Supplies - Ink,Dolmen Refresh,,HP 63 Black Original Ink Cartridge,"Staples is my go to for printer ink for my inkjet. It's a click on the website, and within a day or two it's delivered. with free shipping, it fits my budget perfectly.",IPH,33,17-04-24 8:00,01-04-24 0:00,Others,0.7,pos,0.8176,Positive,Positive,Positive,Positive,Positive
379293266,DeskJet 4200e All-in-One Printer series,ES,5,HPS Surveys,Spanish (Mexico),,,Supplies - Ink,Obelisk,Tassel Yeti,HP DeskJet 4230e All-in-One,The inks provided with the printer did not work therefore we had problems getting the printer to work! Just as well we had bought inks extra to what was provided!! Also we bought the printer in Spain but we are English...all online answers to queries are in Spanish...phone numbers in Spanish despite entering language English. Not impressed.,IPH,57,13-04-24 19:49,01-04-24 0:00,Others,-0.125,pos,-0.6712,Negative,Positive,Negative,Neutral,Neutral
383573566,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,US,2,Web Reviews,English,Amazon US,1,Supplies - Ink,Nesta+,,HP 951XL 3-pack High Yield Cyan/Magenta/Yellow Original Ink Cartridges,I love my printer and is been solidly dependable. Have used a variety of cartridges in the past. Bought HP brand this time and the blue and yellow cartridges kick out an error message stating that these have been used before and then that they re not HP brand so it won’t print. All cartridges are open so no liber returnable. Wha a waste of $100 for buying a brand name item.,IIC,72,14-04-24 1:00,01-04-24 0:00,Others,0.007142857,neg,-0.4882,Positive,Negative,Negative,Negative,Negative
382979693,HP Smart Tank 6001 All-in-One,CA,10,HPS Surveys,English,,,Supplies - Ink,Sayan,Sayan,HP Smart Tank 6001e All-in-One,I love it because I do not use a printer consistently and find that the cartridges dry out to fast. However with the smart tank I can control the amount of ink that goes into the printer and I find the ink does not dry up nearly as fast as with the cartridges between printing.,CISS,55,22-04-24 9:52,01-04-24 0:00,Customer experience & expectation,0.190136054,pos,0.7845,Positive,Positive,Positive,Positive,Positive
